RCDTS,RCDT,Site_Number,Site_County,District_Clean,City_Clean,Site_Address,Site_Zip,School_Name_Clean,Title_1_Status,#_Student_Enrollment,%_Student_Enrollment_-_Low_Income,Student_Attendance_Rate,Student_Chronic_Truancy_Rate,Chronically_Truant_Students,High_School_Dropout_Rate_-_Total,High_School_4-Year_Graduation_Rate_-_Total,Chronic_Absenteeism,Free_Eligibles,Reduced_Eligibles,PaidEligibles,Enrollment,Eligibility_Percent,Participates_in_CEP,Poverty_Level
030262040260002,03026204026,10147,Fayette,ramsey cusd 204,ramsey,702 W 6th St,62080-0010,ramsey high school,Schoolwide Title I Program,231,55,95,6.8,16,0.7,84.4,14.8,206,0,37,243,84.71,CEP,Mid-High Poverty
030262040262001,03026204026,10148,Fayette,ramsey cusd 204,ramsey,516 W 6th St,62080-0030,ramsey elem school,Schoolwide Title I Program,209,62.7,96.2,3.4,5,NA,NA,7.5,182,0,35,217,83.74,CEP,Mid-High Poverty
030680020260001,03068002026,10442,Montgomery,panhandle cusd 2,raymond,507 N Prairie St,62560-4906,lincolnwood high school,"Eligible, but Not a Participant in Title I Program",146,50.7,92.5,13.5,19,6.1,69.2,28.4,62,5,81,148,45.27,Non-CEP,Mid-High Poverty
030680020261002,03068002026,10443,Montgomery,panhandle cusd 2,raymond,507 N Prairie St,62560-4906,lincolnwood jr high school,Targeted Assistance Title I Program,105,50.5,94.9,6.7,7,NA,NA,15.2,49,4,53,106,50,Non-CEP,Mid-High Poverty
030680020262003,03068002026,10444,Montgomery,panhandle cusd 2,farmersville,PO Box 170,62533-0170,farmersville elem school,Schoolwide Title I Program,96,20.8,95.4,3.8,1,NA,NA,15.3,40,3,55,98,43.88,Non-CEP,Low Poverty
030680020262005,03068002026,10445,Montgomery,panhandle cusd 2,raymond,505 N Prairie St,62560-4906,raymond grade school,Schoolwide Title I Program,138,50.7,95.1,2.2,3,NA,NA,13.1,73,6,62,141,56.03,Non-CEP,Mid-High Poverty
030680030260001,03068003026,10446,Montgomery,hillsboro cusd 3,hillsboro,522 E Tremont St,62049-1853,hillsboro high school,"Eligible, but Not a Participant in Title I Program",484,35.5,92.8,21,100,5.2,75.6,28.5,176,15,318,509,37.520000000000003,Non-CEP,Mid-Low Poverty
030680030261002,03068003026,10447,Montgomery,hillsboro cusd 3,hillsboro,909 Rountree St,62049-1827,hillsboro jr high school,"Eligible, but Not a Participant in Title I Program",350,48,94.4,8.3,29,NA,NA,17.1,156,14,183,353,48.16,Non-CEP,Mid-Low Poverty
030680030262003,03068003026,10448,Montgomery,hillsboro cusd 3,hillsboro,1035 Seymour Ave,62049-1060,beckemeyer elem school,Schoolwide Title I Program,560,52.5,94.9,6.6,31,NA,NA,11.9,270,18,274,562,51.25,Non-CEP,Mid-High Poverty
030680030262006,03068003026,10449,Montgomery,hillsboro cusd 3,coffeen,200 School St,62017-1235,coffeen elem school,Schoolwide Title I Program,220,61.8,92.7,9.7,10,NA,NA,29.1,54,7,54,115,53.04,Non-CEP,Mid-High Poverty
030680120260001,03068012026,10453,Montgomery,litchfield cusd 12,litchfield,1705 N State St,62056-1113,litchfield senior high school,Targeted Assistance Title I Program,389,57.8,95,0.3,1,6.5,83.1,12,160,21,215,396,45.71,Non-CEP,Mid-High Poverty
030680120261002,03068012026,10454,Montgomery,litchfield cusd 12,litchfield,1701 N State St,62056-1113,litchfield middle school,Targeted Assistance Title I Program,337,55.5,95.7,0.3,1,NA,NA,7.6,146,20,182,348,47.7,Non-CEP,Mid-High Poverty
030680120262003,03068012026,10455,Montgomery,litchfield cusd 12,litchfield,615 E Tyler Ave,62056-2471,j d colt elem school,Targeted Assistance Title I Program,170,64.1,96,0,0,NA,NA,1.8,76,12,86,174,50.57,Non-CEP,Mid-High Poverty
030680120262004,03068012026,10456,Montgomery,litchfield cusd 12,litchfield,800 N Chestnut St,62056-1648,madison park elem school,Targeted Assistance Title I Program,198,64.6,96.5,0,0,NA,NA,2,84,6,113,203,44.33,Non-CEP,Mid-High Poverty
030680120262006,03068012026,10457,Montgomery,litchfield cusd 12,litchfield,705 N Jefferson St,62056-1435,russell elem school,Targeted Assistance Title I Program,199,56.8,96.4,0.5,1,NA,NA,3,78,8,117,203,42.36,Non-CEP,Mid-High Poverty
030680220260001,03068022026,10459,Montgomery,nokomis cusd 22,nokomis,511 Oberle St,62075-1015,nokomis jrsr high sch,Schoolwide Title I Program,299,40.5,96,6.9,21,0.5,94.9,10.4,110,16,178,304,41.45,Non-CEP,Mid-Low Poverty
030680220262003,03068022026,10461,Montgomery,nokomis cusd 22,nokomis,110 W Hamilton St,62075-1266,north elem school,Schoolwide Title I Program,329,44.1,97.3,3.6,8,NA,NA,4.1,119,16,128,263,51.33,Non-CEP,Mid-Low Poverty
040041000260001,04004100026,10151,Boone,belvidere cusd 100,belvidere,1500 East Ave,61008-4563,belvidere high school,"Eligible, but Not a Participant in Title I Program",1214,57.6,92,13.6,169,5.4,81.9,28,609,37,633,1279,50.51,Non-CEP,Mid-High Poverty
040041000260002,04004100026,59042,Boone,belvidere cusd 100,belvidere,9393 Beloit Rd,61008-9735,belvidere north high sch,NA,1432,35.2,92.7,11.4,167,3,87.9,24.4,458,46,1020,1524,33.07,Non-CEP,Mid-Low Poverty
040041000261002,04004100026,10152,Boone,belvidere cusd 100,belvidere,919 E 6th St,61008-4500,belvidere south middle school,"Eligible, but Not a Participant in Title I Program",840,58.2,93.2,6.8,57,NA,NA,22,432,31,385,848,54.6,Non-CEP,Mid-High Poverty
040041000261003,04004100026,48744,Boone,belvidere cusd 100,belvidere,8787 Beloit Rd,61008-1701,belvidere central middle school,"Eligible, but Not a Participant in Title I Program",974,40.3,93.8,3.1,31,NA,NA,16.9,340,23,617,980,37.04,Non-CEP,Mid-Low Poverty
040041000262003,04004100026,10153,Boone,belvidere cusd 100,caledonia,2311 Randolph St,61011-9321,caledonia elem school,NA,398,35.2,95.1,4.3,12,NA,NA,10,127,7,267,401,33.42,Non-CEP,Mid-Low Poverty
040041000262005,04004100026,10155,Boone,belvidere cusd 100,belvidere,1011 Bonus Ave,61008-2343,lincoln elem school,Schoolwide Title I Program,597,50.4,94.7,6.3,29,NA,NA,13.1,268,29,301,598,49.67,Non-CEP,Mid-High Poverty
040041000262007,04004100026,10156,Boone,belvidere cusd 100,belvidere,633 W Perry St,61008-3153,perry elem school,Schoolwide Title I Program,277,62.1,93.6,12.9,32,NA,NA,21.3,173,7,103,283,63.6,Non-CEP,Mid-High Poverty
040041000262008,04004100026,10157,Boone,belvidere cusd 100,belvidere,1031 5th Ave,61008-5139,washington academy,Schoolwide Title I Program,825,62.2,93.8,10.9,69,NA,NA,18.8,468,23,339,830,59.16,Non-CEP,Mid-High Poverty
040041000262009,04004100026,10158,Boone,belvidere cusd 100,belvidere,1401 E 6th St,61008-6503,meehan elementary school,Schoolwide Title I Program,609,54.4,95,7.8,40,NA,NA,12.1,289,22,299,610,50.98,Non-CEP,Mid-High Poverty
040041000262010,04004100026,56911,Boone,belvidere cusd 100,belvidere,8989 Beloit Rd,61008-1714,seth whitman elem sch,"Eligible, but Not a Participant in Title I Program",669,37.2,95.1,5.3,30,NA,NA,9.8,223,27,423,673,37.15,Non-CEP,Mid-Low Poverty
040042000260003,04004200026,10160,Boone,north boone cusd 200,poplar grove,17823 Poplar Grove Rd,61065-9014,north boone high school,Schoolwide Title I Program,478,41.6,95.2,1.3,6,2.4,89.7,8.6,155,18,315,488,35.450000000000003,Non-CEP,Mid-Low Poverty
040042000261001,04004200026,52682,Boone,north boone cusd 200,poplar grove,17641 Poplar Grove Rd,61065-9014,north boone middle school,Schoolwide Title I Program,266,54.9,94.3,6.4,17,NA,NA,11.3,115,10,143,268,46.64,Non-CEP,Mid-High Poverty
040042000262001,04004200026,10161,Boone,north boone cusd 200,capron,200 N Wooster St,61012-9550,capron elem school,Schoolwide Title I Program,185,54.1,95.5,0,0,NA,NA,10.5,93,5,92,190,51.58,Non-CEP,Mid-High Poverty
040042000262002,04004200026,10162,Boone,north boone cusd 200,poplar grove,3501 Blaine Rd,61065-9467,manchester elem school,Targeted Assistance Title I Program,161,46.6,95.2,3,4,NA,NA,6.7,64,9,88,161,45.34,Non-CEP,Mid-Low Poverty
040042000262004,04004200026,10163,Boone,north boone cusd 200,poplar grove,208 N State St,61065-9702,poplar grove elem school,Schoolwide Title I Program,273,34.1,95.1,2.8,6,NA,NA,9.7,93,6,174,273,36.26,Non-CEP,Mid-Low Poverty
040042000262005,04004200026,10164,Boone,north boone cusd 200,poplar grove,6200 N Boone School Rd,61065-8548,north boone upper elem sch,Schoolwide Title I Program,243,48.1,94.1,5.3,13,NA,NA,11,102,8,139,249,44.18,Non-CEP,Mid-Low Poverty
041011220220002,04101122022,10195,Winnebago,harlem ud 122,machesney park,9229 N Alpine Rd,61115-1924,harlem high school,"Eligible, but Not a Participant in Title I Program",1533,50.1,88.9,40.2,615,5.5,83.6,38.2,917,130,1020,2067,50.65,Non-CEP,Mid-High Poverty
041011220221005,04101122022,10196,Winnebago,harlem ud 122,loves park,735 Windsor Rd,61111-4152,harlem middle school,"Eligible, but Not a Participant in Title I Program",983,57.3,93.8,17,167,NA,NA,18.2,495,65,433,993,56.39,Non-CEP,Mid-High Poverty
041011220222005,04101122022,10197,Winnebago,harlem ud 122,loves park,344 Grand Ave,61111-4511,loves park elem school,Schoolwide Title I Program,334,75.7,94.1,19.6,65,NA,NA,17.8,244,14,78,336,76.790000000000006,Non-CEP,High Poverty
041011220222006,04101122022,10198,Winnebago,harlem ud 122,loves park,1405 Maple Ave,61111-3006,maple elem school,Schoolwide Title I Program,282,74.5,94.2,18.9,54,NA,NA,19.3,189,23,71,283,74.91,Non-CEP,Mid-High Poverty
041011220222007,04101122022,10199,Winnebago,harlem ud 122,machesney park,8500 Victory Ln,61115-2381,marquette elem school,Schoolwide Title I Program,300,59.3,94.9,13.9,41,NA,NA,11.8,156,17,125,298,58.05,Non-CEP,Mid-High Poverty
041011220222008,04101122022,10200,Winnebago,harlem ud 122,loves park,7944 Forest Hills Rd,61111-3312,rock cut elem school,Schoolwide Title I Program,432,60.2,94.8,10.9,47,NA,NA,12.7,222,34,179,435,58.85,Non-CEP,Mid-High Poverty
041011220222010,04101122022,10201,Winnebago,harlem ud 122,machesney park,710 Ralston Rd,61115-1569,ralston elem school,Schoolwide Title I Program,337,35.6,95.7,8.5,29,NA,NA,8.2,109,12,216,337,35.909999999999997,Non-CEP,Mid-Low Poverty
041011220222011,04101122022,10202,Winnebago,harlem ud 122,loves park,935 Windsor Rd,61111-4228,windsor elem school,Schoolwide Title I Program,416,68.5,93.9,22.8,95,NA,NA,20.2,265,20,133,418,68.180000000000007,Non-CEP,Mid-High Poverty
041011220222013,04101122022,10203,Winnebago,harlem ud 122,machesney park,8615 N 2nd St,61115-2003,machesney elem school,Schoolwide Title I Program,377,52,94.9,20.6,77,NA,NA,16.8,172,20,187,379,50.66,Non-CEP,Mid-High Poverty
041011220222014,04101122022,10204,Winnebago,harlem ud 122,machesney park,1414 Minahan Dr,61115-1835,olson park elem school,Schoolwide Title I Program,288,36.5,95.5,11.4,33,NA,NA,11.1,100,9,183,292,37.33,Non-CEP,Mid-Low Poverty
041011220222015,04101122022,10205,Winnebago,harlem ud 122,machesney park,808 Harlem Rd,61115-2514,donald c parker early educ center,"Eligible, but Not a Participant in Title I Program",668,62.1,NA,NA,NA,NA,NA,NA,375,23,314,712,55.9,Non-CEP,Mid-High Poverty
041011310041002,04101131004,44289,Winnebago,kinnikinnick ccsd 131,roscoe,6121 Elevator Rd,61073-9240,roscoe middle school,Schoolwide Title I Program,601,26.5,95.4,0.7,4,NA,NA,7.7,127,22,457,606,24.59,Non-CEP,Mid-Low Poverty
041011310042001,04101131004,10207,Winnebago,kinnikinnick ccsd 131,roscoe,5410 Pine Ln,61073-7313,kinnikinnick school,"Eligible, but Not a Participant in Title I Program",365,23,96.1,1.6,6,NA,NA,4.6,69,6,298,373,20.11,Non-CEP,Low Poverty
041011310042002,04101131004,10208,Winnebago,kinnikinnick ccsd 131,roscoe,11685 S Gate Rd,61073-9646,ledgewood elem school,Targeted Assistance Title I Program,394,20.6,96.1,1.3,2,NA,NA,4.6,58,4,262,324,19.14,Non-CEP,Low Poverty
041011310042003,04101131004,10209,Winnebago,kinnikinnick ccsd 131,roscoe,11633 S Gate Rd,61073-9646,stone creek school,"Eligible, but Not a Participant in Title I Program",355,21.7,96.2,0.3,1,NA,NA,4.6,66,4,284,354,19.77,Non-CEP,Low Poverty
041011330041001,04101133004,62942,Winnebago,prairie hill ccsd 133,south beloit,6605 Prairie Hill Rd,61080-9530,willowbrook middle school,"Eligible, but Not a Participant in Title I Program",300,16.3,96.7,2.7,8,NA,NA,5.3,38,7,258,303,14.85,Non-CEP,Low Poverty
041011330042001,04101133004,10210,Winnebago,prairie hill ccsd 133,south beloit,14714 Willowbrook Rd,61080-9554,prairie hill elem school,Targeted Assistance Title I Program,427,14.8,96.2,0.3,1,NA,NA,4.7,39,8,327,374,12.57,Non-CEP,Low Poverty
041011340042001,04101134004,10211,Winnebago,shirland ccsd 134,shirland,PO Box 99,61079-0099,shirland c c school,Targeted Assistance Title I Program,109,34.9,96.3,0,0,NA,NA,6.4,31,9,72,112,35.71,Non-CEP,Mid-Low Poverty
041011400041001,04101140004,10212,Winnebago,rockton sd 140,rockton,11810 Old River Rd,61072-9468,stephen mack middle school,"Eligible, but Not a Participant in Title I Program",556,20.5,95.8,0.5,3,NA,NA,7.8,103,15,438,556,21.22,Non-CEP,Low Poverty
041011400042001,04101140004,10213,Winnebago,rockton sd 140,rockton,1050 E Union St,61072-1628,rockton elem school,Schoolwide Title I Program,544,27.4,96.4,0.6,2,NA,NA,5.3,106,15,366,487,24.85,Non-CEP,Mid-Low Poverty
041011400042002,04101140004,10214,Winnebago,rockton sd 140,rockton,1060 E Union St,61072-1628,whitman post elem school,"Eligible, but Not a Participant in Title I Program",471,26.1,96.2,1.1,5,NA,NA,5.4,104,15,351,470,25.32,Non-CEP,Mid-Low Poverty
041012050250001,04101205025,10215,Winnebago,rockford sd 205,rockford,5110 Auburn St,61101-2402,auburn high school,Schoolwide Title I Program,1818,61.6,89.9,32.5,596,9.5,63,42,1855,0,0,1855,100,CEP,Mid-High Poverty
041012050250002,04101205025,10216,Winnebago,rockford sd 205,rockford,2929 Charles St,61108-1702,rockford east high school,Schoolwide Title I Program,1799,65.5,91,26.4,482,8.3,65.6,35.7,1782,0,35,1817,98.05,CEP,Mid-High Poverty
041012050250003,04101205025,10217,Winnebago,rockford sd 205,rockford,5620 Spring Creek Rd,61114-6442,guilford high school,Schoolwide Title I Program,1786,50.8,91.5,22.9,423,6.5,71.4,32.9,1621,0,203,1824,88.86,CEP,Mid-High Poverty
041012050250004,04101205025,10218,Winnebago,rockford sd 205,rockford,4145 Samuelson Rd,61109-3249,jefferson high school,Schoolwide Title I Program,1715,69.2,89.9,31,539,8.8,66.4,42.1,1751,0,0,1751,100,CEP,Mid-High Poverty
041012050251001,04101205025,10257,Winnebago,rockford sd 205,rockford,1900 N Rockton Ave,61103-4370,west middle school,Schoolwide Title I Program,928,73.4,90.1,28.8,267,NA,NA,41.7,953,0,0,953,100,CEP,Mid-High Poverty
041012050251006,04101205025,10219,Winnebago,rockford sd 205,rockford,3525 Spring Creek Rd,61107-1151,eisenhower middle school,Schoolwide Title I Program,967,55,92.9,13.3,126,NA,NA,25.5,854,0,122,976,87.42,CEP,Mid-High Poverty
041012050251008,04101205025,10220,Winnebago,rockford sd 205,rockford,2525 Ohio Pkwy,61108-7517,bernard w flinn middle school,Schoolwide Title I Program,873,66.4,90.6,20,170,NA,NA,39.3,889,0,0,889,100,CEP,Mid-High Poverty
041012050251009,04101205025,10221,Winnebago,rockford sd 205,rockford,1500 Charles St,61104-2310,abraham lincoln middle school,Schoolwide Title I Program,662,80.2,90.8,27.6,183,NA,NA,38.4,672,0,0,672,100,CEP,High Poverty
041012050251010,04101205025,42522,Winnebago,rockford sd 205,rockford,520 N Pierpont Ave,61101-5037,kennedy middle school,Schoolwide Title I Program,486,88.7,83.8,59.9,283,NA,NA,84.7,547,0,0,547,100,CEP,High Poverty
041012050252014,04101205025,10222,Winnebago,rockford sd 205,rockford,1506 Clover Ave,61102-3100,barbour twoway lang immersion,Schoolwide Title I Program,754,75.2,94.7,4.8,31,NA,NA,11.3,759,0,0,759,100,CEP,High Poverty
041012050252016,04101205025,10223,Winnebago,rockford sd 205,rockford,333 15th Ave,61104-5101,beyer elem school,Schoolwide Title I Program,333,52,91,34.7,11,NA,NA,47.2,356,0,0,356,100,CEP,Mid-High Poverty
041012050252017,04101205025,10224,Winnebago,rockford sd 205,rockford,2912 Brendenwood Rd,61107-1907,c henry bloom elem school,Schoolwide Title I Program,407,71,92.3,15.1,48,NA,NA,33.1,399,0,0,399,100,CEP,Mid-High Poverty
041012050252018,04101205025,10225,Winnebago,rockford sd 205,rockford,1750 Madron Rd,61107-2459,brookview elem school,Schoolwide Title I Program,557,44.9,93.7,5.3,25,NA,NA,21.3,418,0,140,558,74.900000000000006,CEP,Mid-Low Poverty
041012050252019,04101205025,10226,Winnebago,rockford sd 205,rockford,4015 Pepper Dr,61114-5280,clifford p carlson elem school,Schoolwide Title I Program,369,63.4,91.9,19,58,NA,NA,26.9,341,0,28,369,92.39,CEP,Mid-High Poverty
041012050252022,04101205025,10228,Winnebago,rockford sd 205,rockford,3003 Halsted Rd,61101-2705,conklin elem school,Schoolwide Title I Program,308,77.9,90.9,26.9,67,NA,NA,40.1,310,0,0,310,100,CEP,High Poverty
041012050252024,04101205025,10230,Winnebago,rockford sd 205,rockford,222 S Central Ave,61102-2011,ellis elementary school,Schoolwide Title I Program,444,91,87.5,63.7,215,NA,NA,63.4,447,0,0,447,100,CEP,High Poverty
041012050252027,04101205025,10231,Winnebago,rockford sd 205,rockford,4555 20th St,61109-3135,arthur froberg elem school,Schoolwide Title I Program,422,53.6,92.9,14.8,52,NA,NA,29.3,422,0,0,422,100,CEP,Mid-High Poverty
041012050252029,04101205025,10232,Winnebago,rockford sd 205,rockford,4820 Carol Ct,61108-4175,gregory elem school,Schoolwide Title I Program,344,71.2,91.9,16.3,46,NA,NA,35.4,350,0,0,350,100,CEP,Mid-High Poverty
041012050252034,04101205025,10233,Winnebago,rockford sd 205,rockford,515 Maple St,61103-6711,haskell elementary school,Schoolwide Title I Program,301,86,92.3,13.2,31,NA,NA,25.5,297,0,0,297,100,CEP,High Poverty
041012050252037,04101205025,10234,Winnebago,rockford sd 205,rockford,3701 Green Dale Dr,61109-1543,swan hillman elem school,Schoolwide Title I Program,577,76.1,92.8,12.1,60,NA,NA,24.2,579,0,0,579,100,CEP,High Poverty
041012050252039,04101205025,10236,Winnebago,rockford sd 205,rockford,3805 Rural St,61107-3555,maud e johnson elem school,Schoolwide Title I Program,449,60.4,93,10.7,39,NA,NA,24.3,439,0,8,447,98.1,CEP,Mid-High Poverty
041012050252041,04101205025,10238,Winnebago,rockford sd 205,rockford,2603 Clover Ave,61102-3471,julia lathrop elem school,Schoolwide Title I Program,381,81.1,92.2,16.3,54,NA,NA,28.6,385,0,0,385,100,CEP,High Poverty
041012050252043,04101205025,10239,Winnebago,rockford sd 205,rockford,525 N Pierpont Ave,61101-5036,mcintosh elementary,Schoolwide Title I Program,348,87.6,88.5,32.4,88,NA,NA,52.6,361,0,0,361,100,CEP,High Poverty
041012050252047,04101205025,10241,Winnebago,rockford sd 205,rockford,623 15th St,61104-3317,john nelson elem school,Schoolwide Title I Program,382,85.1,91,23.8,77,NA,NA,43.7,376,0,0,376,100,CEP,High Poverty
041012050252051,04101205025,10243,Winnebago,rockford sd 205,rockford,3520 Kishwaukee St,61109-2005,riverdahl elem school,Schoolwide Title I Program,681,82.5,87.4,32.8,186,NA,NA,51.5,690,0,0,690,100,CEP,High Poverty
041012050252054,04101205025,10245,Winnebago,rockford sd 205,rockford,3615 W Gate Pkwy,61108-6162,rolling green,Schoolwide Title I Program,527,74.6,93.1,5.5,21,NA,NA,23,532,0,0,532,100,CEP,Mid-High Poverty
041012050252056,04101205025,10246,Winnebago,rockford sd 205,rockford,5222 Spring Creek Rd,61114-6330,spring creek elem school,Schoolwide Title I Program,478,42.3,95.3,2.4,9,NA,NA,11.5,455,0,32,487,93.4,CEP,Mid-Low Poverty
041012050252063,04101205025,10251,Winnebago,rockford sd 205,rockford,2100 Huffman Blvd,61103-3946,r k welsh elem school,Schoolwide Title I Program,491,82.5,88.7,34.4,146,NA,NA,54.5,487,0,0,487,100,CEP,High Poverty
041012050252064,04101205025,10252,Winnebago,rockford sd 205,rockford,1720 Halsted Rd,61103-3067,west view elem school,Schoolwide Title I Program,493,71.6,91.3,19.5,82,NA,NA,36.2,502,0,0,502,100,CEP,Mid-High Poverty
041012050252066,04101205025,10253,Winnebago,rockford sd 205,rockford,2325 Ohio Pkwy,61108-7514,whitehead elem school,Schoolwide Title I Program,597,72.2,92.5,11.7,57,NA,NA,28.5,597,0,0,597,100,CEP,Mid-High Poverty
041012050252067,04101205025,10254,County not available,rockford sd 205,rockford,6754 Armer Dr,NA,cherry valley elementary school,NA,641,48.8,93.1,15.3,81,NA,NA,23.3,447,0,201,648,68.94,CEP,Mid-Low Poverty
041012050252078,04101205025,10256,Winnebago,rockford sd 205,rockford,4704 N Rockton Ave,61103-1529,thurgood marshall elementary,NA,390,20.8,96,1.3,5,NA,NA,6.4,134,0,257,391,34.200000000000003,CEP,Low Poverty
041012050252080,04101205025,10255,Winnebago,rockford sd 205,rockford,1421 West St,61102-3232,washington elementary school,Schoolwide Title I Program,462,82.9,90.6,37.9,144,NA,NA,42.1,462,0,0,462,100,CEP,High Poverty
